Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001820,Male,No,0,Graduate,No,4923,0,172.0,360.0,1.0,Rural,Y
LP001821,Female,No,2,Graduate,No,3794,0,104.0,12.0,1.0,Semiurban,Y
LP001822,Male,No,0,Graduate,No,4241,0,128.0,,1.0,Urban,Y
LP001823,Male,Yes,1,Graduate,,12452,1012,101.0,360.0,1.0,Semiurban,Y
LP001824,Male,Yes,2,Not Graduate,No,3927,0,209.0,480.0,1.0,Rural,N
LP001825,,Yes,1,Graduate,No,4976,1049,86.0,360.0,1.0,Semiurban,Y
LP001826,Male,Yes,3+,Graduate,No,5860,0,160.0,300.0,0.0,Urban,N
LP001827,Male,No,,Graduate,No,4564,638,250.0,84.0,0.0,Semiurban,N
LP001828,Male,Yes,1,Graduate,No,6367,3029,150.0,360.0,1.0,Semiurban,N
LP001829,Female,Yes,,Not Graduate,No,1819,4777,138.0,360.0,1.0,Urban,N
LP001830,Male,Yes,1,Graduate,,25259,616,167.0,300.0,1.0,Rural,Y
LP001831,Male,No,2,Not Graduate,No,3047,0,91.0,360.0,,Urban,Y
LP001832,Female,Yes,0,Graduate,No,27920,265,40.0,360.0,1.0,Semiurban,Y
LP001833,Male,No,1,Graduate,No,18786,0,77.0,120.0,1.0,Semiurban,Y
LP001834,Male,No,0,Graduate,No,3205,0,86.0,360.0,1.0,Semiurban,Y
LP001835,Male,No,1,Graduate,Yes,7014,0,160.0,360.0,1.0,Urban,Y
LP001836,Male,Yes,2,Graduate,No,5639,2337,81.0,240.0,1.0,Semiurban,Y
LP001837,Male,Yes,0,Graduate,Yes,11014,0,87.0,180.0,,Semiurban,Y
LP001838,Male,Yes,1,Graduate,,4843,715,202.0,480.0,1.0,Rural,Y
LP001839,Female,No,1,Graduate,Yes,13154,0,165.0,360.0,1.0,Urban,Y
LP001840,Female,No,2,Graduate,No,1417,3359,259.0,360.0,,Urban,Y
LP001841,Male,Yes,0,Graduate,No,2991,4320,126.0,360.0,1.0,Rural,Y
LP001842,Male,Yes,1,Graduate,No,3928,0,57.0,360.0,1.0,Semiurban,Y
LP001843,,Yes,2,Not Graduate,Yes,2360,0,,360.0,1.0,Semiurban,Y
LP001844,Female,,1,Graduate,No,1442,696,187.0,360.0,1.0,Semiurban,Y
LP001845,Male,Yes,2,Not Graduate,No,4791,1803,96.0,240.0,,Urban,N
LP001846,Male,Yes,0,Graduate,No,2165,3475,215.0,36.0,1.0,Rural,Y
LP001847,Male,No,3+,Graduate,No,2868,0,149.0,360.0,1.0,Semiurban,Y
LP001848,Male,Yes,0,Not Graduate,No,4405,476,262.0,480.0,1.0,Rural,Y
LP001849,Male,Yes,0,Not Graduate,No,5978,4998,152.0,360.0,1.0,Semiurban,Y
LP001850,Female,Yes,1,Not Graduate,No,1867,0,106.0,480.0,1.0,Rural,Y
LP001851,Male,Yes,1,Graduate,No,2266,378,156.0,84.0,0.0,Urban,N
LP001852,Female,No,1,Graduate,No,2621,0,228.0,180.0,1.0,Urban,Y
LP001853,Male,Yes,0,Graduate,No,9177,0,86.0,300.0,1.0,Semiurban,Y
LP001854,Female,Yes,0,Not Graduate,No,5775,974,138.0,360.0,1.0,Rural,Y
LP001855,,Yes,2,Graduate,No,5534,1167,,360.0,1.0,Semiurban,Y
LP001856,Female,Yes,0,Graduate,Yes,7048,4152,174.0,360.0,1.0,Semiurban,Y
LP001857,Male,No,2,Graduate,No,1887,0,,360.0,1.0,Urban,Y
LP001858,Male,Yes,1,Graduate,No,6016,1826,190.0,120.0,1.0,Semiurban,Y
LP001859,Male,,0,Graduate,No,7410,421,233.0,60.0,1.0,Semiurban,Y
LP001860,Male,Yes,2,Graduate,No,4951,3155,93.0,360.0,1.0,Semiurban,Y
LP001861,Male,Yes,3+,Graduate,Yes,6844,3140,148.0,360.0,0.0,Rural,Y
LP001862,Female,Yes,2,Graduate,No,2274,1694,,12.0,1.0,Urban,Y
LP001863,Female,Yes,0,Graduate,Yes,12829,1469,94.0,120.0,1.0,Semiurban,Y
LP001864,Male,No,1,Graduate,No,1838,0,77.0,360.0,1.0,Urban,N
LP001865,Male,Yes,3+,Graduate,No,4399,0,311.0,360.0,1.0,Urban,Y
LP001866,Female,Yes,1,Not Graduate,Yes,4901,1359,106.0,360.0,1.0,Urban,Y
LP001867,Female,Yes,0,Graduate,No,9336,3184,106.0,,1.0,Rural,Y
LP001868,Male,No,0,Not Graduate,No,5350,0,116.0,300.0,0.0,Urban,N
LP001869,Male,Yes,2,Graduate,No,9325,7572,177.0,360.0,1.0,Urban,Y
LP001870,Female,No,2,Graduate,No,3654,0,103.0,360.0,0.0,Semiurban,N
LP001871,Male,Yes,3+,Not Graduate,,12216,11024,87.0,360.0,1.0,Semiurban,Y
LP001872,Male,No,3+,Graduate,No,9018,0,146.0,360.0,1.0,Rural,Y
LP001873,,No,0,Graduate,No,3535,0,197.0,360.0,,Rural,Y
LP001874,Female,Yes,1,Not Graduate,Yes,3018,2552,172.0,300.0,0.0,Semiurban,N
LP001875,Female,Yes,0,Graduate,No,7290,0,95.0,360.0,1.0,Urban,Y
LP001876,Female,Yes,0,Graduate,No,3281,555,73.0,360.0,1.0,Urban,Y
LP001877,Male,No,0,Not Graduate,No,1175,0,78.0,120.0,1.0,Urban,Y
LP001878,Male,No,3+,Graduate,Yes,6333,0,160.0,360.0,1.0,Semiurban,Y
LP001879,Male,Yes,0,Graduate,Yes,1370,3673,179.0,360.0,0.0,Urban,N
LP001880,Male,Yes,1,Not Graduate,No,3404,0,102.0,360.0,1.0,Rural,N
LP001881,Male,Yes,1,Not Graduate,No,4083,5362,99.0,360.0,1.0,Rural,N
LP001882,Male,Yes,0,Graduate,No,3740,130,69.0,180.0,1.0,Rural,Y
LP001883,Male,Yes,1,Graduate,No,9390,7383,129.0,360.0,1.0,Semiurban,Y
LP001884,Female,Yes,0,Not Graduate,,4692,0,195.0,360.0,1.0,Rural,Y
LP001885,Male,Yes,0,Not Graduate,No,1390,0,92.0,360.0,1.0,Urban,N
LP001886,Male,No,1,Graduate,,4576,0,238.0,84.0,1.0,Rural,Y
LP001887,Male,No,2,Graduate,No,3172,0,75.0,360.0,1.0,Semiurban,Y
LP001888,Male,No,2,Graduate,No,3604,0,86.0,480.0,1.0,Semiurban,Y
LP001889,,Yes,2,Graduate,No,9368,0,123.0,360.0,1.0,Urban,Y
LP001890,Male,No,0,Not Graduate,Yes,5467,0,146.0,300.0,,Semiurban,Y
LP001891,Male,Yes,0,Not Graduate,Yes,2283,0,117.0,360.0,1.0,Urban,Y
LP001892,Female,Yes,1,Graduate,No,5144,1446,155.0,36.0,1.0,Urban,Y
LP001893,Male,Yes,3+,Not Graduate,No,1650,0,151.0,360.0,0.0,Semiurban,N
LP001894,Male,No,0,Not Graduate,No,1968,0,257.0,360.0,,Urban,N
LP001895,Male,Yes,0,Graduate,No,12094,0,139.0,120.0,1.0,Urban,Y
LP001896,Male,No,3+,Not Graduate,No,14121,0,111.0,,1.0,Rural,Y
LP001897,Male,No,3+,Graduate,Yes,19079,0,167.0,360.0,1.0,Urban,N
LP001898,Male,No,0,Not Graduate,No,3230,0,50.0,360.0,,Semiurban,N
LP001899,Male,No,2,Graduate,Yes,6765,0,63.0,240.0,1.0,Urban,Y
LP001900,Male,No,1,Graduate,No,8626,1776,219.0,300.0,0.0,Semiurban,N
LP001901,Male,Yes,1,Graduate,No,4750,208,99.0,480.0,1.0,Rural,Y
LP001902,Male,Yes,1,Graduate,Yes,2376,0,86.0,360.0,1.0,Semiurban,Y
LP001903,Female,No,3+,Graduate,No,14505,0,170.0,360.0,1.0,Rural,Y
LP001904,Male,Yes,0,Graduate,Yes,2773,0,124.0,360.0,1.0,Semiurban,Y
LP001905,Male,Yes,2,Graduate,Yes,13162,5354,226.0,60.0,1.0,Semiurban,Y
LP001906,Male,No,0,Graduate,No,7287,0,106.0,360.0,0.0,Urban,N
LP001907,Male,Yes,1,Graduate,No,14896,0,270.0,180.0,0.0,Rural,Y
LP001908,Male,No,2,Graduate,No,7790,0,110.0,36.0,1.0,Rural,Y
LP001909,Female,Yes,2,Graduate,No,3034,1342,223.0,480.0,0.0,Urban,N
LP001910,Female,No,3+,Not Graduate,No,5461,0,140.0,180.0,1.0,Urban,N
LP001911,Male,Yes,2,Graduate,No,3511,213,85.0,360.0,1.0,Semiurban,Y
LP001912,Male,Yes,2,Graduate,No,2355,562,128.0,360.0,0.0,Urban,N
LP001913,Female,No,0,Graduate,No,1352,0,142.0,180.0,0.0,Urban,N
LP001914,Male,Yes,3+,Graduate,No,4103,0,127.0,360.0,1.0,Rural,Y
LP001915,Male,Yes,1,Graduate,No,1483,0,87.0,180.0,1.0,Rural,Y
LP001916,Male,Yes,1,Graduate,No,11313,0,295.0,84.0,1.0,Semiurban,Y
LP001917,Male,Yes,1,Graduate,No,1601,0,153.0,300.0,1.0,Urban,Y
LP001918,Female,Yes,0,Graduate,No,3473,1476,39.0,360.0,1.0,Semiurban,Y
LP001919,Male,Yes,,Not Graduate,No,2166,0,150.0,360.0,1.0,Rural,Y
LP001920,Female,No,0,Graduate,No,4972,0,177.0,360.0,1.0,Rural,Y
LP001921,Male,Yes,0,Graduate,Yes,3416,246,44.0,,1.0,Rural,Y
LP001922,Male,Yes,3+,Graduate,No,9298,1905,90.0,360.0,1.0,Rural,Y
LP001923,Male,Yes,3+,Graduate,No,4944,0,223.0,360.0,1.0,Semiurban,Y
LP001924,Male,Yes,1,Not Graduate,No,2666,0,146.0,360.0,1.0,Urban,Y
LP001925,Male,Yes,3+,Graduate,No,2914,3809,146.0,120.0,0.0,Rural,N
LP001926,Male,No,1,Graduate,No,6356,0,69.0,120.0,1.0,Semiurban,Y
LP001927,Male,No,0,Graduate,No,11028,0,83.0,360.0,1.0,Rural,Y
LP001928,Female,Yes,3+,Graduate,No,25635,0,63.0,360.0,1.0,Rural,Y
LP001929,Male,No,1,Graduate,No,2412,0,47.0,300.0,1.0,Urban,N
LP001930,Male,Yes,2,Graduate,No,4069,0,32.0,180.0,1.0,Urban,Y
LP001931,Male,Yes,1,Graduate,No,1287,125,422.0,360.0,1.0,Rural,Y
LP001932,Male,,1,Graduate,No,6918,2256,89.0,180.0,1.0,Semiurban,Y
LP001933,Female,Yes,0,Graduate,No,1830,96,156.0,360.0,1.0,Urban,N
LP001934,Female,Yes,3+,Graduate,Yes,7179,0,249.0,360.0,1.0,Semiurban,Y
LP001935,Female,No,0,Not Graduate,No,6018,2119,145.0,360.0,1.0,Urban,Y
LP001936,Male,Yes,1,Graduate,Yes,4592,965,127.0,360.0,0.0,Semiurban,Y
LP001937,Male,Yes,0,Graduate,No,2426,1646,163.0,360.0,0.0,Semiurban,Y
LP001938,Male,Yes,1,Graduate,No,10475,10872,414.0,360.0,1.0,Semiurban,Y
LP001939,Male,No,0,Not Graduate,No,4281,0,138.0,120.0,1.0,Rural,Y
LP001940,Male,No,2,Graduate,No,2133,0,60.0,12.0,1.0,Urban,Y
LP001941,Male,No,1,Graduate,No,4869,0,73.0,360.0,1.0,Rural,Y
LP001942,Male,Yes,0,Graduate,No,2553,0,79.0,360.0,1.0,Rural,Y
LP001943,Male,No,,Graduate,No,8860,3995,120.0,360.0,1.0,Rural,Y
LP001944,Male,Yes,0,Graduate,,4817,0,69.0,240.0,1.0,Rural,Y
LP001945,Female,Yes,,Graduate,No,12004,150,96.0,240.0,0.0,Urban,Y
LP001946,Female,Yes,2,Graduate,No,2427,632,122.0,360.0,1.0,Semiurban,Y
LP001947,Male,No,0,Graduate,No,5154,0,230.0,360.0,1.0,Urban,Y
LP001948,Female,Yes,1,Graduate,No,4411,0,81.0,360.0,1.0,Semiurban,Y
LP001949,Male,Yes,0,Graduate,No,5247,859,185.0,300.0,1.0,Urban,N
LP001950,Female,Yes,3+,Graduate,No,3077,255,152.0,360.0,1.0,Urban,Y
LP001951,Female,Yes,3+,Graduate,Yes,1389,1676,195.0,360.0,1.0,Rural,Y
LP001952,Male,No,2,Not Graduate,No,4193,0,35.0,180.0,1.0,Rural,Y
LP001953,Female,No,0,Graduate,No,4604,0,49.0,180.0,1.0,Semiurban,Y
LP001954,Female,Yes,1,Graduate,No,2590,1037,57.0,360.0,0.0,Semiurban,N
LP001955,,No,3+,Graduate,Yes,4332,0,280.0,84.0,1.0,Rural,N
LP001956,Female,Yes,0,Not Graduate,No,1261,0,86.0,360.0,1.0,Rural,Y
LP001957,Male,No,,Graduate,No,1328,0,70.0,36.0,1.0,Urban,N
LP001958,Male,Yes,3+,Graduate,No,8735,3281,125.0,180.0,0.0,Urban,Y
LP001959,Female,Yes,2,Graduate,No,6448,2966,415.0,360.0,1.0,Rural,Y
LP001960,Male,Yes,1,Graduate,No,1847,651,91.0,360.0,1.0,Urban,Y
LP001961,Male,Yes,1,Graduate,Yes,30979,2506,92.0,360.0,1.0,Semiurban,Y
LP001962,Male,Yes,3+,Not Graduate,No,1296,3818,226.0,120.0,1.0,Semiurban,Y
LP001963,Male,Yes,,Not Graduate,No,4291,0,152.0,360.0,0.0,Semiurban,Y
LP001964,Male,No,3+,Graduate,No,4457,0,133.0,240.0,1.0,Urban,Y
LP001965,Female,Yes,1,Graduate,No,1956,0,103.0,84.0,1.0,Semiurban,Y
LP001966,Male,Yes,2,Not Graduate,No,3385,396,156.0,360.0,1.0,Semiurban,Y
LP001967,Female,Yes,3+,Not Graduate,Yes,3229,3946,30.0,180.0,1.0,Rural,Y
LP001968,Female,Yes,1,Graduate,No,2939,363,,360.0,0.0,Semiurban,Y
LP001969,Male,Yes,0,Graduate,No,10482,1166,66.0,300.0,1.0,Rural,Y
LP001970,Male,Yes,0,Not Graduate,No,4046,3592,297.0,360.0,1.0,Urban,Y
LP001971,Male,No,2,Graduate,No,7097,0,236.0,480.0,1.0,Urban,Y
LP001972,Female,Yes,1,Graduate,No,3866,1340,202.0,,1.0,Rural,Y
LP001973,Female,No,0,Graduate,Yes,7546,0,396.0,300.0,1.0,Urban,Y
LP001974,Male,Yes,3+,Graduate,No,4370,971,574.0,360.0,1.0,Urban,Y
LP001975,Male,Yes,3+,Graduate,No,6151,547,132.0,360.0,1.0,Urban,Y
LP001976,,Yes,3+,Graduate,No,2364,0,136.0,360.0,0.0,Semiurban,N
LP001977,Male,No,1,Not Graduate,No,576,0,197.0,120.0,1.0,Rural,N
LP001978,Female,No,3+,Graduate,No,10737,2439,187.0,36.0,0.0,Rural,Y
LP001979,Female,Yes,3+,Not Graduate,No,2671,0,35.0,360.0,,Urban,Y
LP001980,Male,Yes,0,Not Graduate,No,3911,1724,114.0,180.0,1.0,Urban,Y
LP001981,Female,Yes,3+,Not Graduate,Yes,2333,0,80.0,60.0,0.0,Urban,Y
LP001982,Male,Yes,1,Graduate,,3845,979,166.0,,1.0,Rural,Y
LP001983,Female,No,3+,Not Graduate,No,7245,0,169.0,180.0,1.0,Semiurban,Y
LP001984,Male,Yes,2,Graduate,No,5633,843,,480.0,1.0,Urban,Y
LP001985,,Yes,1,Graduate,No,18639,228,90.0,360.0,1.0,Urban,Y
LP001986,Female,No,,Not Graduate,No,4815,0,98.0,480.0,1.0,Urban,Y
LP001987,Male,No,0,Graduate,,2880,0,364.0,360.0,1.0,Semiurban,Y
LP001988,Female,No,0,Not Graduate,No,3594,0,35.0,,1.0,Semiurban,Y
LP001989,Female,Yes,2,Graduate,No,13273,3736,707.0,360.0,1.0,Semiurban,Y
LP001990,Male,Yes,,Graduate,No,5131,1781,371.0,360.0,1.0,Semiurban,Y
LP001991,Male,Yes,0,Graduate,No,6765,188,121.0,240.0,1.0,Urban,Y
LP001992,Male,Yes,0,Graduate,No,11140,0,189.0,360.0,1.0,Semiurban,Y
LP001993,Male,Yes,2,Graduate,No,968,4556,124.0,,1.0,Semiurban,Y
LP001994,Male,Yes,0,Not Graduate,No,4254,486,121.0,12.0,1.0,Urban,Y
LP001995,Male,Yes,0,Graduate,No,10672,0,103.0,360.0,1.0,Semiurban,Y
LP001996,Female,Yes,0,Graduate,No,2700,1555,92.0,240.0,1.0,Rural,Y
LP001997,Male,Yes,1,Graduate,No,8773,1273,196.0,120.0,1.0,Semiurban,Y
LP001998,Male,Yes,1,Graduate,No,4432,2224,82.0,480.0,0.0,Semiurban,Y
LP001999,Female,Yes,3+,Graduate,No,1480,0,137.0,120.0,1.0,Semiurban,Y
LP002000,Male,Yes,0,Graduate,Yes,10035,0,106.0,480.0,0.0,Urban,Y
LP002001,Female,No,0,Graduate,No,4419,0,390.0,360.0,0.0,Urban,Y
LP002002,Male,No,2,Not Graduate,No,2570,0,241.0,360.0,1.0,Semiurban,Y
LP002003,Female,Yes,3+,Graduate,No,6768,2102,88.0,360.0,1.0,Urban,Y
LP002004,Male,Yes,0,Graduate,No,2399,0,272.0,60.0,1.0,Semiurban,Y
LP002005,Male,Yes,3+,Graduate,No,7344,688,165.0,360.0,1.0,Semiurban,Y
LP002006,Female,Yes,2,Graduate,No,2457,4166,245.0,360.0,1.0,Urban,Y
LP002007,Male,Yes,3+,Not Graduate,Yes,9733,0,224.0,180.0,1.0,Rural,Y
LP002008,Male,No,1,Graduate,No,9324,1726,60.0,120.0,1.0,Rural,N
LP002009,Male,Yes,0,Graduate,No,12083,0,182.0,360.0,0.0,Urban,N
LP002010,Male,Yes,0,Not Graduate,No,3647,0,129.0,36.0,1.0,Semiurban,Y
LP002011,Male,No,2,Graduate,Yes,4557,0,388.0,12.0,,Urban,N
LP002012,Male,Yes,3+,Graduate,No,2783,182,80.0,360.0,0.0,Rural,N
LP002013,Male,Yes,1,Not Graduate,No,1623,0,198.0,360.0,,Semiurban,Y
LP002014,Male,Yes,0,Not Graduate,Yes,3254,0,68.0,360.0,1.0,Semiurban,Y
LP002015,Male,No,0,Graduate,No,2846,0,441.0,360.0,1.0,Rural,N
LP002016,Male,Yes,1,Graduate,No,5492,493,183.0,360.0,0.0,Semiurban,Y
LP002017,Male,Yes,3+,Graduate,No,2634,0,100.0,180.0,0.0,Rural,Y
LP002018,Male,No,0,Graduate,Yes,4006,0,296.0,360.0,1.0,Urban,Y
LP002019,Male,Yes,2,Graduate,No,3471,0,354.0,360.0,0.0,Urban,Y
LP002020,Male,No,1,Graduate,No,2685,521,167.0,300.0,1.0,Semiurban,Y
LP002021,,Yes,3+,Graduate,No,3560,0,119.0,84.0,1.0,Rural,Y
LP002022,,Yes,2,Graduate,No,6499,0,70.0,360.0,1.0,Urban,Y
LP002023,Male,Yes,0,Graduate,No,2503,2600,76.0,480.0,1.0,Semiurban,Y
LP002024,Male,No,,Graduate,No,2033,0,65.0,360.0,1.0,Rural,Y
LP002025,Male,Yes,2,Graduate,Yes,5346,0,249.0,180.0,1.0,Urban,Y
LP002026,Male,Yes,,Graduate,No,2120,0,256.0,360.0,1.0,Semiurban,Y
LP002027,Female,No,1,Graduate,,10601,0,72.0,360.0,,Urban,Y
LP002028,Male,Yes,0,Graduate,No,2823,3405,262.0,360.0,0.0,Urban,N
LP002029,Male,No,1,Graduate,No,4588,0,112.0,240.0,1.0,Urban,N
LP002030,Male,No,2,Graduate,No,5973,438,96.0,360.0,1.0,Rural,Y
LP002031,Male,Yes,0,Graduate,No,1957,0,171.0,360.0,1.0,Urban,N
LP002032,Male,No,3+,Graduate,Yes,3466,0,,360.0,1.0,Semiurban,Y
LP002033,Male,No,,Graduate,No,2952,0,48.0,84.0,1.0,Semiurban,Y
LP002034,Male,Yes,3+,Graduate,Yes,9982,0,108.0,360.0,,Semiurban,Y
LP002035,Male,No,1,Graduate,No,14625,0,61.0,360.0,,Semiurban,N
LP002036,Female,No,0,Graduate,No,14858,0,50.0,360.0,1.0,Semiurban,Y
LP002037,Female,No,1,Graduate,No,10174,0,93.0,360.0,1.0,Rural,Y
LP002038,Male,Yes,1,Graduate,No,1986,2234,,360.0,1.0,Rural,N
LP002039,Male,Yes,3+,Graduate,No,2515,1191,62.0,240.0,1.0,Urban,Y
LP002040,Female,Yes,1,Not Graduate,No,6646,1580,137.0,360.0,1.0,Semiurban,Y
LP002041,Male,Yes,0,Graduate,Yes,16181,2466,,360.0,1.0,Semiurban,Y
LP002042,Female,Yes,3+,Graduate,No,7459,5278,195.0,,0.0,Semiurban,Y
LP002043,Male,Yes,1,Not Graduate,No,4554,906,118.0,180.0,1.0,Semiurban,Y
LP002044,Female,No,0,Not Graduate,No,2040,770,197.0,360.0,1.0,Rural,Y
LP002045,Female,Yes,3+,Graduate,No,13568,0,207.0,480.0,1.0,Rural,Y
LP002046,Male,Yes,0,Graduate,No,2765,4143,56.0,360.0,1.0,Semiurban,Y
LP002047,Male,Yes,0,Graduate,Yes,2107,1438,349.0,360.0,1.0,Urban,Y
LP002048,Male,Yes,1,Not Graduate,No,4540,1427,262.0,360.0,,Semiurban,Y
LP002049,Male,No,1,Graduate,No,3044,0,113.0,180.0,1.0,Semiurban,Y
LP002050,Male,No,1,Graduate,Yes,2580,0,78.0,240.0,1.0,Semiurban,Y
LP002051,Female,Yes,3+,Graduate,No,7869,0,213.0,36.0,1.0,Rural,Y
LP002052,Male,Yes,0,Graduate,No,1355,0,90.0,60.0,1.0,Rural,Y
LP002053,Male,No,3+,Graduate,Yes,8065,0,74.0,240.0,,Rural,Y
LP002054,Female,Yes,0,Graduate,No,3326,2847,110.0,120.0,1.0,Rural,Y
LP002055,Male,No,0,Graduate,Yes,16998,0,259.0,360.0,1.0,Semiurban,Y
LP002056,Male,Yes,0,Graduate,No,5986,1418,299.0,300.0,1.0,Urban,Y
LP002057,Female,Yes,0,Graduate,No,8937,702,373.0,360.0,1.0,Rural,Y
LP002058,Male,Yes,1,Graduate,No,2197,1062,116.0,480.0,,Semiurban,Y
LP002059,Male,No,3+,Not Graduate,No,896,1505,122.0,240.0,0.0,Urban,N
LP002060,Male,No,2,Graduate,Yes,4743,3176,122.0,180.0,1.0,Urban,Y
LP002061,Female,No,2,Graduate,No,6618,0,94.0,240.0,1.0,Rural,Y
LP002062,Male,Yes,0,Graduate,No,4657,1997,92.0,84.0,1.0,Urban,Y
LP002063,Male,No,3+,Graduate,No,9395,0,105.0,360.0,1.0,Rural,Y
LP002064,Male,Yes,0,Graduate,Yes,8562,0,376.0,360.0,1.0,Semiurban,Y
LP002065,Male,Yes,2,Graduate,No,2248,0,83.0,300.0,1.0,Urban,Y
LP002066,Female,No,2,Graduate,Yes,8119,0,151.0,360.0,1.0,Rural,Y
LP002067,Male,Yes,0,Graduate,No,4972,0,187.0,360.0,1.0,Rural,Y
LP002068,Female,No,1,Not Graduate,No,6161,0,430.0,36.0,1.0,Urban,N
LP002069,Male,Yes,3+,Graduate,No,2435,1933,158.0,360.0,1.0,Urban,Y
LP002070,Male,Yes,0,Not Graduate,No,1752,1378,115.0,240.0,1.0,Semiurban,N
LP002071,Female,Yes,2,Not Graduate,No,3491,0,78.0,360.0,1.0,Urban,Y
LP002072,Male,No,3+,Graduate,No,11147,0,82.0,60.0,1.0,Urban,Y
LP002073,Male,Yes,0,Graduate,,3906,590,133.0,36.0,1.0,Rural,Y
LP002074,Female,No,0,Graduate,No,6553,0,113.0,120.0,1.0,Urban,Y
LP002075,Male,Yes,1,Not Graduate,No,2759,792,130.0,360.0,1.0,Semiurban,Y
LP002076,Male,No,2,Graduate,No,4326,3282,184.0,360.0,0.0,Urban,N
LP002077,Female,Yes,1,Graduate,No,9402,0,93.0,360.0,1.0,Urban,Y
LP002078,Male,Yes,1,Graduate,No,4776,1213,165.0,240.0,,Semiurban,Y
LP002079,Male,No,0,Graduate,No,3335,0,237.0,240.0,1.0,Urban,Y
LP002080,Male,No,3+,Graduate,No,3209,0,49.0,180.0,1.0,Rural,N
LP002081,Male,Yes,3+,Graduate,Yes,4916,0,147.0,360.0,1.0,Rural,Y
LP002082,Male,Yes,1,Graduate,No,2836,0,295.0,360.0,1.0,Semiurban,Y
LP002083,Male,Yes,3+,Graduate,Yes,5142,0,169.0,60.0,1.0,Rural,Y
LP002084,Male,,2,Graduate,No,4620,0,,360.0,1.0,Urban,Y
LP002085,Male,No,3+,Not Graduate,Yes,4386,0,188.0,360.0,1.0,Semiurban,Y
LP002086,Male,No,,Graduate,No,2343,0,100.0,120.0,1.0,Rural,N
LP002087,Male,No,0,Graduate,No,3383,0,218.0,120.0,0.0,Semiurban,N
LP002088,Male,No,3+,Graduate,No,3492,0,174.0,360.0,1.0,Rural,Y
LP002089,Female,Yes,1,Graduate,No,2707,0,383.0,180.0,0.0,Semiurban,Y
LP002090,Male,Yes,0,Graduate,No,3051,458,126.0,36.0,1.0,Rural,Y
LP002091,Male,No,2,Graduate,No,7986,899,171.0,360.0,,Urban,Y
LP002092,Female,Yes,1,Not Graduate,No,6545,527,111.0,360.0,1.0,Urban,Y
LP002093,Male,Yes,0,Not Graduate,No,2200,1710,142.0,120.0,0.0,Semiurban,N
LP002094,Male,Yes,0,Graduate,No,2801,0,84.0,180.0,1.0,Rural,Y
LP002095,Female,No,1,Graduate,No,4218,0,278.0,180.0,1.0,Urban,Y
LP002096,Male,No,0,Graduate,Yes,6340,0,153.0,360.0,1.0,Urban,Y
LP002097,Male,Yes,0,Not Graduate,No,4229,0,136.0,300.0,1.0,Rural,Y
LP002098,Male,No,1,Graduate,No,3437,0,221.0,300.0,1.0,Semiurban,Y
LP002099,Male,Yes,2,Graduate,Yes,4220,0,,360.0,1.0,Semiurban,Y
LP002100,Male,Yes,1,Graduate,No,21884,3899,468.0,300.0,1.0,Urban,Y
LP002101,Female,No,0,Graduate,No,1918,2658,84.0,360.0,1.0,Rural,Y
LP002102,Male,No,2,Not Graduate,Yes,6540,0,197.0,60.0,1.0,Rural,Y
LP002103,Female,No,0,Graduate,No,11711,0,227.0,360.0,1.0,Rural,Y
LP002104,Female,No,0,Graduate,,5089,0,128.0,180.0,1.0,Urban,Y
LP002105,Male,No,0,Graduate,No,5919,0,94.0,36.0,1.0,Semiurban,Y
LP002106,,Yes,2,Not Graduate,No,906,0,256.0,360.0,,Semiurban,Y
LP002107,Female,Yes,0,Graduate,Yes,6100,0,81.0,360.0,0.0,Rural,Y
LP002108,Female,No,1,Graduate,Yes,12754,0,168.0,180.0,1.0,Rural,N
LP002109,Male,No,1,Graduate,No,4809,0,91.0,180.0,0.0,Rural,Y
LP002110,Male,Yes,2,Graduate,No,4558,1192,138.0,360.0,0.0,Semiurban,Y
LP002111,Male,Yes,2,Graduate,No,13728,379,57.0,360.0,1.0,Urban,Y
LP002112,Male,Yes,3+,Graduate,No,7573,1477,76.0,360.0,1.0,Rural,Y
LP002113,Male,Yes,2,Not Graduate,No,4274,0,49.0,360.0,1.0,Semiurban,Y
LP002114,Male,No,0,Graduate,No,2625,0,583.0,360.0,0.0,Urban,Y
LP002115,Male,Yes,0,Graduate,No,907,0,60.0,180.0,1.0,Rural,Y
LP002116,Female,Yes,0,Graduate,No,5667,0,,360.0,,Urban,Y
LP002117,Male,No,0,Not Graduate,No,2707,1148,88.0,180.0,1.0,Rural,Y
LP002118,Male,Yes,0,Graduate,Yes,9854,657,36.0,360.0,1.0,Semiurban,Y
LP002119,Male,Yes,0,Graduate,Yes,6509,1690,155.0,180.0,0.0,Urban,Y
LP002120,Male,Yes,2,Graduate,No,4577,3960,555.0,360.0,1.0,Rural,Y
LP002121,Male,Yes,2,Not Graduate,No,2751,795,87.0,360.0,1.0,Semiurban,Y
LP002122,Male,Yes,0,Graduate,No,2161,0,370.0,360.0,1.0,Semiurban,Y
LP002123,Male,Yes,1,Not Graduate,No,812,1436,396.0,360.0,1.0,Rural,Y
LP002124,Male,Yes,0,Graduate,No,2500,0,74.0,180.0,0.0,Rural,Y
